Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jaren Jackson,C,20,MEM,24,24,657,153,325,.471,58,146,.397,95,179,.531,.560,59,76,.776,27,89,116,36,12,29,47,102,423
Justin Jackson,PF,24,DAL,23,0,331,55,122,.451,23,60,.383,32,62,.516,.545,10,13,.769,10,47,57,10,5,2,4,26,143
Reggie Jackson,PG,29,DET,2,2,36,4,11,.364,1,5,.200,3,6,.500,.409,1,1,1.000,1,4,5,8,0,0,1,2,10
Justin James,SG,23,SAC,11,0,140,18,44,.409,3,14,.214,15,30,.500,.443,1,6,.167,2,18,20,9,4,6,5,11,40
LeBron James,PG,35,LAL,26,26,900,261,523,.499,57,157,.363,204,366,.557,.554,95,138,.688,27,157,184,281,34,13,103,46,674
Ty Jerome,PG,22,PHO,6,0,77,6,24,.250,3,9,.333,3,15,.200,.313,2,2,1.000,0,10,10,13,9,0,6,10,17
Alize Johnson,SF,23,IND,8,0,37,5,11,.455,0,0,0,5,11,.455,.455,3,4,.750,6,6,12,2,0,0,1,4,13
B.J. Johnson,SF,24,ORL,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Johnson,PF,23,PHO,22,0,445,70,161,.435,44,108,.407,26,53,.491,.571,19,21,.905,23,46,69,19,13,7,16,38,203
James Johnson,PF,32,MIA,6,0,68,8,18,.444,2,9,.222,6,9,.667,.500,2,4,.500,2,9,11,4,3,2,4,5,20
Keldon Johnson,SF,20,SAS,1,0,2,0,1,.000,0,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,0,0
Stanley Johnson,PF,23,TOR,5,0,19,3,9,.333,1,4,.250,2,5,.400,.389,0,0,0,2,5,7,0,1,0,4,6,7
Tyler Johnson,SG,27,PHO,19,3,364,44,111,.396,18,55,.327,26,56,.464,.477,18,24,.750,5,30,35,41,6,6,19,28,124
Nikola Jokić,C,24,DEN,23,23,714,152,324,.469,22,92,.239,130,232,.560,.503,47,60,.783,49,181,230,145,23,13,57,72,373
Damian Jones,C,24,ATL,25,17,464,78,109,.716,2,5,.400,76,104,.731,.725,31,47,.660,40,60,100,19,11,23,17,88,189
Derrick Jones,SF,22,MIA,11,0,194,24,49,.490,4,15,.267,20,34,.588,.531,15,21,.714,6,25,31,13,10,3,6,25,67
Tyus Jones,PG,23,MEM,25,6,508,62,159,.390,9,39,.231,53,120,.442,.418,19,26,.731,1,38,39,121,22,3,31,22,152
Cory Joseph,PG,28,SAC,25,16,659,60,162,.370,14,50,.280,46,112,.411,.414,16,16,1.000,12,54,66,95,20,13,32,51,150
Mfiondu Kabengele,C,22,LAC,9,0,38,8,19,.421,5,11,.455,3,8,.375,.553,3,3,1.000,1,6,7,1,1,1,1,4,24
Frank Kaminsky,C,26,PHO,24,11,567,94,211,.445,30,86,.349,64,125,.512,.517,47,70,.671,24,102,126,53,10,9,24,54,265
Enes Kanter,C,27,BOS,17,3,277,55,91,.604,0,2,.000,55,89,.618,.604,24,37,.649,43,59,102,18,11,10,12,26,134
Luke Kennard,SG,23,DET,24,21,788,131,299,.438,61,156,.391,70,143,.490,.540,60,67,.896,6,73,79,100,12,5,33,56,383
Michael Kidd-Gilchrist,PF,26,CHO,6,0,96,12,36,.333,3,12,.250,9,24,.375,.375,4,5,.800,7,19,26,6,0,2,5,12,31
Maxi Kleber,C,28,DAL,23,5,552,61,144,.424,32,86,.372,29,58,.500,.535,28,31,.903,38,88,126,22,6,15,16,43,182
Brandon Knight,PG,28,CLE,8,0,95,14,40,.350,10,31,.323,4,9,.444,.475,2,6,.333,1,7,8,15,4,0,6,9,40
Kevin Knox,SF,20,NYK,25,3,492,59,165,.358,30,90,.333,29,75,.387,.448,32,49,.653,10,61,71,31,12,11,18,40,180
Furkan Korkmaz,SG,22,PHI,26,11,565,77,179,.430,41,113,.363,36,66,.545,.545,17,21,.810,4,56,60,23,8,5,19,39,212
Luke Kornet,C,24,CHI,14,0,142,15,48,.313,5,27,.185,10,21,.476,.365,5,5,1.000,6,16,22,6,2,10,3,13,40
Kyle Korver,SF,38,MIL,21,0,324,37,101,.366,30,84,.357,7,17,.412,.515,9,11,.818,6,29,35,17,10,4,18,21,113
Rodions Kurucs,PF,21,BRK,10,0,99,9,23,.391,3,7,.429,6,16,.375,.457,2,6,.333,5,17,22,1,5,0,12,16,23
Kyle Kuzma,PF,24,LAL,20,1,461,81,187,.433,32,89,.360,49,98,.500,.519,27,39,.692,8,60,68,17,6,8,35,34,221
Skal Labissière,C,23,POR,26,0,442,62,113,.549,2,9,.222,60,104,.577,.558,15,22,.682,52,80,132,30,6,24,24,68,141
Jeremy Lamb,SG,27,IND,17,17,535,97,209,.464,20,66,.303,77,143,.538,.512,39,48,.813,10,73,83,45,17,9,23,37,253
Damion Lee,SG,27,GSW,13,0,282,45,109,.413,15,43,.349,30,66,.455,.482,32,39,.821,10,37,47,20,8,0,13,20,137
Alex Len,C,26,ATL,25,9,434,81,152,.533,7,31,.226,74,121,.612,.556,35,51,.686,40,84,124,26,14,20,21,52,204
Kawhi Leonard,SF,28,LAC,20,20,630,179,398,.450,35,98,.357,144,300,.480,.494,123,140,.879,22,136,158,102,36,14,72,41,516
Meyers Leonard,PF,27,MIA,25,25,451,57,98,.582,22,44,.500,35,54,.648,.694,5,9,.556,8,94,102,24,7,11,19,51,141
Caris LeVert,SG,25,BRK,9,9,284,59,140,.421,13,36,.361,46,104,.442,.468,20,31,.645,10,35,45,36,6,1,31,20,151
Damian Lillard,PG,29,POR,24,24,879,196,442,.443,79,218,.362,117,224,.522,.533,160,176,.909,12,94,106,180,24,10,68,47,631
Nassir Little,PF,19,POR,18,3,270,31,76,.408,5,30,.167,26,46,.565,.441,15,22,.682,20,42,62,12,8,7,9,35,82
Kevon Looney,C,23,GSW,7,3,79,9,23,.391,1,2,.500,8,21,.381,.413,3,5,.600,11,12,23,2,2,2,6,13,22
Brook Lopez,C,31,MIL,24,24,628,82,208,.394,35,117,.299,47,91,.516,.478,43,48,.896,15,106,121,35,16,56,25,56,242
Robin Lopez,C,31,MIL,26,2,370,52,110,.473,13,44,.295,39,66,.591,.532,13,21,.619,27,46,73,17,4,17,31,43,130
Kevin Love,PF,31,CLE,21,21,645,110,250,.440,44,122,.361,66,128,.516,.528,80,93,.860,23,204,227,54,13,8,57,30,344
Kyle Lowry,PG,33,TOR,13,13,483,72,176,.409,37,107,.346,35,69,.507,.514,67,74,.905,8,54,62,89,15,5,40,37,248
Timothé Luwawu-Cabarrot,SG,24,BRK,2,0,6,0,2,.000,0,1,.000,0,1,.000,.000,1,2,.500,0,0,0,0,0,0,0,0,1
Trey Lyles,PF,24,SAS,24,14,402,39,91,.429,19,51,.373,20,40,.500,.533,5,9,.556,32,110,142,29,7,7,19,29,102
Daryl Macon,SG,24,MIA,4,0,14,1,3,.333,1,2,.500,0,1,.000,.500,0,0,0,0,0,0,1,0,0,2,1,3
Josh Magette,PG,30,ORL,3,0,10,2,6,.333,0,0,0,2,6,.333,.333,1,2,.500,1,2,3,2,2,0,3,0,5
Ian Mahinmi,C,33,WAS,3,0,51,9,14,.643,0,1,.000,9,13,.692,.643,7,10,.700,6,8,14,2,1,5,4,8,25
Thon Maker,C,22,DET,23,0,231,24,44,.545,7,14,.500,17,30,.567,.625,16,31,.516,10,27,37,9,6,14,11,31,71
Terance Mann,SG,23,LAC,21,4,187,19,39,.487,2,9,.222,17,30,.567,.513,7,8,.875,3,21,24,26,6,3,12,24,47
Boban Marjanović,C,31,DAL,10,1,131,31,56,.554,0,1,.000,31,55,.564,.554,13,16,.813,15,40,55,7,2,3,9,18,75
Lauri Markkanen,PF,22,CHI,27,27,803,124,317,.391,53,163,.325,71,154,.461,.475,86,106,.811,28,149,177,45,23,13,50,55,387
Caleb Martin,SF,24,CHO,4,0,28,3,10,.300,0,3,.000,3,7,.429,.300,1,3,.333,1,4,5,3,1,2,3,3,7
Cody Martin,SF,24,CHO,19,0,232,19,52,.365,3,23,.130,16,29,.552,.394,16,23,.696,9,33,42,22,14,2,11,22,57
Wesley Matthews,SG,33,MIL,26,26,623,72,163,.442,43,111,.387,29,52,.558,.574,23,27,.852,5,55,60,36,14,2,19,35,210
Patrick McCaw,SF,24,TOR,3,0,50,3,7,.429,1,3,.333,2,4,.500,.500,1,2,.500,2,4,6,3,3,0,4,5,8
CJ McCollum,SG,28,POR,26,26,942,223,499,.447,67,178,.376,156,321,.486,.514,43,54,.796,20,93,113,95,19,22,51,73,556
T.J. McConnell,PG,27,IND,24,0,419,70,144,.486,1,4,.250,69,140,.493,.490,12,13,.923,10,53,63,116,14,5,34,27,153
Rodney McGruder,SG,28,LAC,16,2,275,23,63,.365,11,37,.297,12,26,.462,.452,3,8,.375,12,27,39,12,4,3,7,30,60
Alfonzo McKinnie,SF,27,CLE,17,0,175,17,50,.340,8,25,.320,9,25,.360,.420,7,11,.636,10,26,36,3,6,3,8,20,49
Jordan McLaughlin,PG,23,MIN,4,0,57,4,15,.267,1,8,.125,3,7,.429,.300,2,2,1.000,1,6,7,8,1,0,4,4,11
Ben McLemore,SG,26,HOU,25,7,575,84,203,.414,64,175,.366,20,28,.714,.571,25,29,.862,9,51,60,27,15,7,20,50,257
Jordan McRae,SG,28,WAS,13,0,235,43,91,.473,13,33,.394,30,58,.517,.544,17,19,.895,3,28,31,36,8,4,14,26,116
Nicolò Melli,C,29,NOP,23,3,348,41,102,.402,22,70,.314,19,32,.594,.510,19,24,.792,14,46,60,25,14,4,18,42,123
De'Anthony Melton,PG,21,MEM,14,0,213,29,72,.403,6,21,.286,23,51,.451,.444,16,18,.889,10,37,47,42,17,4,18,26,80
Khris Middleton,SF,28,MIL,19,16,530,131,266,.492,40,100,.400,91,166,.548,.568,46,51,.902,13,93,106,64,17,2,37,45,348
C.J. Miles,SG,32,WAS,10,0,161,19,59,.322,11,35,.314,8,24,.333,.415,15,20,.750,4,8,12,12,10,4,4,14,64
Malcolm Miller,SF,26,TOR,10,1,57,6,12,.500,5,10,.500,1,2,.500,.708,1,6,.167,0,7,7,4,0,2,2,6,18
Patty Mills,PG,31,SAS,24,1,566,93,203,.458,49,117,.419,44,86,.512,.579,31,39,.795,4,29,33,55,21,5,24,40,266
Paul Millsap,PF,34,DEN,23,23,582,100,210,.476,25,55,.455,75,155,.484,.536,65,74,.878,45,89,134,28,20,19,29,61,290
Shake Milton,SG,23,PHI,9,0,82,12,35,.343,4,19,.211,8,16,.500,.400,7,9,.778,1,7,8,7,1,0,12,13,35
Donovan Mitchell,SG,23,UTA,26,26,902,240,535,.449,59,163,.362,181,372,.487,.504,111,133,.835,23,100,123,95,31,8,62,59,650
Emmanuel Mudiay,PG,23,UTA,23,0,371,63,136,.463,11,34,.324,52,102,.510,.504,29,37,.784,7,52,59,55,6,6,39,40,166
Dejounte Murray,PG,23,SAS,21,13,469,78,174,.448,5,26,.192,73,148,.493,.463,39,49,.796,25,102,127,85,35,6,48,47,200
Jamal Murray,PG,22,DEN,23,23,722,149,344,.433,38,112,.339,111,232,.478,.488,58,65,.892,17,81,98,103,33,8,51,39,394
Džanan Musa,SF,20,BRK,19,0,294,30,93,.323,9,47,.191,21,46,.457,.371,23,31,.742,9,40,49,24,9,1,23,17,92
Mike Muscala,C,28,OKC,15,0,166,18,58,.310,12,44,.273,6,14,.429,.414,7,8,.875,6,29,35,14,4,3,6,20,55
Sviatoslav Mykhailiuk,SF,22,DET,20,1,337,37,86,.430,29,63,.460,8,23,.348,.599,5,6,.833,4,20,24,26,8,1,17,23,108
Abdel Nader,SF,26,OKC,17,4,296,43,88,.489,21,45,.467,22,43,.512,.608,20,24,.833,6,28,34,9,6,6,17,25,127
Larry Nance,C,27,CLE,23,4,591,80,161,.497,26,71,.366,54,90,.600,.578,25,35,.714,44,127,171,33,19,10,23,38,211
Shabazz Napier,PG,28,MIN,13,0,226,27,75,.360,11,48,.229,16,27,.593,.433,21,24,.875,1,23,24,40,14,3,22,15,86
Raul Neto,PG,27,PHI,24,2,290,40,81,.494,15,31,.484,25,50,.500,.586,3,4,.750,3,23,26,37,10,2,21,17,98
Georges Niang,PF,26,UTA,20,0,240,32,67,.478,18,43,.419,14,24,.583,.612,7,10,.700,2,34,36,10,2,3,10,28,89
Jaylen Nowell,SG,20,MIN,2,0,15,1,4,.250,0,3,.000,1,1,1.000,.250,1,1,1.000,0,1,1,3,0,0,1,1,3
Frank Ntilikina,PG,21,NYK,24,20,590,54,146,.370,19,60,.317,35,86,.407,.435,13,17,.765,8,38,46,73,30,10,29,62,140
Kendrick Nunn,SG,24,MIA,25,25,767,161,356,.452,52,151,.344,109,205,.532,.525,31,38,.816,7,59,66,89,27,7,51,65,405
David Nwaba,SF,27,BRK,16,0,202,26,49,.531,8,18,.444,18,31,.581,.612,12,20,.600,7,27,34,5,6,9,6,25,72
Royce O'Neale,PF,26,UTA,26,24,744,57,123,.463,33,74,.446,24,49,.490,.598,12,14,.857,5,115,120,68,21,6,21,77,159
Kyle O'Quinn,C,29,PHI,16,0,164,24,47,.511,6,16,.375,18,31,.581,.574,2,6,.333,19,42,61,23,2,12,16,24,56
Semi Ojeleye,PF,25,BOS,24,1,373,22,55,.400,12,35,.343,10,20,.500,.509,7,10,.700,8,41,49,11,10,2,5,30,63
Jahlil Okafor,C,24,NOP,17,8,309,60,98,.612,1,2,.500,59,96,.615,.617,28,42,.667,29,49,78,29,5,15,26,50,149
Elie Okobo,PG,22,PHO,16,0,152,21,52,.404,10,25,.400,11,27,.407,.500,11,21,.524,2,13,15,38,4,0,4,8,63
Josh Okogie,SG,21,MIN,23,8,586,64,149,.430,19,60,.317,45,89,.506,.493,61,77,.792,32,83,115,36,23,8,35,54,208
Jordan Poole,SG,20,GSW,25,9,585,60,232,.259,30,121,.248,30,111,.270,.323,43,52,.827,4,50,54,52,15,6,29,45,193
Kevin Porter,SF,19,CLE,24,1,505,70,164,.427,20,62,.323,50,102,.490,.488,22,30,.733,8,67,75,47,23,5,38,56,182
Michael Porter,PF,21,DEN,14,0,127,25,56,.446,7,19,.368,18,37,.486,.509,7,10,.700,12,24,36,5,0,3,11,16,64
Otto Porter,SF,26,CHI,9,9,226,35,84,.417,16,40,.400,19,44,.432,.512,15,20,.750,8,23,31,14,9,3,7,20,101
Bobby Portis,C,24,NYK,26,2,564,92,224,.411,25,73,.342,67,151,.444,.467,25,34,.735,39,110,149,30,16,9,25,43,234
Kristaps Porziņģis,PF,24,DAL,23,23,694,137,342,.401,44,135,.326,93,207,.449,.465,63,88,.716,38,162,200,31,12,47,35,68,381
Dwight Powell,C,28,DAL,21,18,537,70,102,.686,6,14,.429,64,88,.727,.716,26,45,.578,33,70,103,26,17,9,19,53,172
Norman Powell,SG,26,TOR,24,13,679,117,247,.474,41,114,.360,76,133,.571,.557,53,64,.828,13,79,92,37,26,8,40,44,328
Julius Randle,PF,25,NYK,26,26,832,163,365,.447,26,96,.271,137,269,.509,.482,98,148,.662,61,166,227,91,18,3,82,73,450
Cam Reddish,SF,20,ATL,23,17,579,67,206,.325,25,92,.272,42,114,.368,.386,34,47,.723,15,75,90,37,20,9,43,43,193
J.J. Redick,SG,35,NOP,25,21,719,122,278,.439,81,179,.453,41,99,.414,.585,70,80,.875,5,71,76,52,11,5,32,41,395
Josh Richardson,SG,26,PHI,19,19,583,103,233,.442,35,90,.389,68,143,.476,.517,42,54,.778,13,50,63,60,21,12,39,51,283
Austin Rivers,SG,27,HOU,23,1,563,67,165,.406,31,96,.323,36,69,.522,.500,20,28,.714,17,43,60,36,11,4,15,46,185
Duncan Robinson,SF,25,MIA,25,20,677,100,209,.478,78,174,.448,22,35,.629,.665,15,16,.938,3,71,74,21,19,9,16,67,293
Glenn Robinson,SF,26,GSW,27,27,869,126,277,.455,32,87,.368,94,190,.495,.513,30,36,.833,41,89,130,46,27,7,24,47,314
Jerome Robinson,SG,22,LAC,22,0,269,30,91,.330,11,43,.256,19,48,.396,.390,5,10,.500,3,32,35,20,7,7,15,31,76
Rajon Rondo,PG,33,LAL,14,0,298,42,96,.438,19,40,.475,23,56,.411,.536,8,11,.727,4,44,48,81,15,1,26,16,111
Derrick Rose,PG,31,DET,20,1,477,129,266,.485,19,53,.358,110,213,.516,.521,47,54,.870,9,29,38,114,17,7,50,21,324
Terrence Ross,SG,28,ORL,23,0,569,105,257,.409,45,140,.321,60,117,.513,.496,45,53,.849,6,58,64,24,23,8,26,39,300
Terry Rozier,PG,25,CHO,28,28,926,170,401,.424,72,182,.396,98,219,.447,.514,67,78,.859,21,112,133,121,33,4,76,62,479
Ricky Rubio,PG,29,PHO,19,19,607,88,226,.389,21,70,.300,67,156,.429,.436,53,63,.841,13,74,87,174,25,3,39,49,250
D'Angelo Russell,SG,23,GSW,15,15,468,120,278,.432,45,131,.344,75,147,.510,.513,51,69,.739,4,50,54,91,14,5,49,32,336
Domantas Sabonis,C,23,IND,24,24,825,171,335,.510,5,26,.192,166,309,.537,.518,84,108,.778,82,243,325,92,20,13,69,89,431
JaKarr Sampson,SF,26,IND,9,7,166,23,41,.561,2,10,.200,21,31,.677,.585,2,7,.286,7,17,24,4,5,6,6,23,50
Dario Šarić,PF,25,PHO,24,24,674,96,224,.429,39,115,.339,57,109,.523,.516,35,41,.854,43,129,172,52,20,10,31,66,266
Tomáš Satoranský,PG,28,CHI,27,27,734,90,206,.437,30,80,.375,60,126,.476,.510,40,46,.870,21,67,88,143,38,3,56,54,250
Admiral Schofield,SF,22,WAS,10,0,76,7,12,.583,4,9,.444,3,3,1.000,.750,4,4,1.000,2,9,11,1,0,0,3,7,22
Dennis Schröder,PG,26,OKC,24,0,706,157,341,.460,38,116,.328,119,225,.529,.516,50,62,.806,8,80,88,81,18,8,63,55,402
Mike Scott,PF,31,PHI,27,3,517,64,145,.441,35,95,.368,29,50,.580,.562,12,15,.800,20,75,95,18,9,2,10,39,175
Thabo Sefolosha,PF,35,HOU,21,0,217,16,46,.348,8,28,.286,8,18,.444,.435,0,1,.000,11,36,47,15,9,4,7,20,40
Collin Sexton,SG,21,CLE,25,25,763,171,389,.440,26,86,.302,145,303,.479,.473,76,93,.817,24,51,75,60,22,1,45,50,444
Landry Shamet,SG,22,LAC,10,10,294,30,77,.390,21,58,.362,9,19,.474,.526,10,10,1.000,0,15,15,17,4,1,12,31,91
Iman Shumpert,SG,29,BRK,13,0,241,21,64,.328,8,33,.242,13,31,.419,.391,4,7,.571,9,25,34,12,12,2,10,21,54
Pascal Siakam,PF,25,TOR,24,24,884,220,481,.457,53,147,.361,167,334,.500,.512,95,116,.819,37,161,198,85,22,19,66,66,588
Chris Silva,PF,23,MIA,23,0,223,31,47,.660,0,2,.000,31,45,.689,.660,26,36,.722,41,45,86,13,5,15,25,57,88
Ben Simmons,PG,23,PHI,25,25,864,145,256,.566,2,5,.400,143,251,.570,.570,60,103,.583,37,134,171,210,54,15,94,82,352
Anfernee Simons,SG,20,POR,26,1,566,98,230,.426,38,110,.345,60,120,.500,.509,32,43,.744,7,43,50,40,12,4,24,52,266
Marcus Smart,SG,25,BOS,20,15,635,82,212,.387,42,126,.333,40,86,.465,.486,29,33,.879,19,48,67,91,26,9,25,46,235
Dennis Smith,PG,22,NYK,17,1,293,34,107,.318,10,33,.303,24,74,.324,.364,14,27,.519,12,21,33,46,7,5,26,37,92
Ish Smith,PG,31,WAS,23,9,581,90,200,.450,21,58,.362,69,142,.486,.503,12,19,.632,11,54,65,100,16,8,28,39,213
Tony Snell,SF,28,DET,21,19,537,60,127,.472,42,91,.462,18,36,.500,.638,4,4,1.000,5,32,37,29,8,2,10,39,166
Omari Spellman,PF,22,GSW,26,0,473,69,159,.434,19,53,.358,50,106,.472,.494,37,44,.841,56,86,142,26,16,16,36,27,194
Max Strus,SG,23,CHI,2,0,6,2,3,.667,0,1,.000,2,2,1.000,.667,1,1,1.000,1,0,1,0,0,0,0,1,5
Edmond Sumner,PG,24,IND,4,2,72,9,19,.474,0,3,.000,9,16,.563,.474,3,5,.600,1,2,3,8,5,1,1,9,21
Caleb Swanigan,PF,22,SAC,4,0,11,1,2,.500,0,0,0,1,2,.500,.500,1,2,.500,1,3,4,0,1,2,3,3,3
Jayson Tatum,PF,21,BOS,24,24,821,177,436,.406,60,165,.364,117,271,.432,.475,81,97,.835,28,139,167,69,34,18,53,55,495
Jeff Teague,PG,31,MIN,21,12,623,96,206,.466,21,55,.382,75,151,.497,.517,90,103,.874,12,47,59,143,19,7,45,44,303
Garrett Temple,SG,33,BRK,24,15,670,88,211,.417,52,146,.356,36,65,.554,.540,19,25,.760,13,63,76,57,23,13,26,47,247
Daniel Theis,C,27,BOS,21,20,459,63,118,.534,7,21,.333,56,97,.577,.564,22,32,.688,34,98,132,27,9,32,17,66,155
Isaiah Thomas,PG,30,WAS,17,14,424,82,184,.446,34,83,.410,48,101,.475,.538,16,20,.800,3,28,31,86,8,4,37,37,214
Khyri Thomas,SG,23,DET,2,0,6,0,0,0,0,0,0,0,0,0,0,1,2,.500,0,0,0,0,0,0,0,0,1
Matt Thomas,SG,25,TOR,12,0,136,20,37,.541,14,26,.538,6,11,.545,.730,3,5,.600,1,12,13,4,4,0,4,12,57
Tristan Thompson,C,28,CLE,24,24,746,135,263,.513,3,7,.429,132,256,.516,.519,43,78,.551,95,141,236,56,20,27,42,60,316
Matisse Thybulle,SG,22,PHI,26,3,466,44,100,.440,28,60,.467,16,40,.400,.580,15,20,.750,8,24,32,34,37,19,25,58,131
Anthony Tolliver,PF,34,POR,18,7,287,18,61,.295,14,48,.292,4,13,.308,.410,9,11,.818,10,45,55,11,4,6,11,23,59
Karl-Anthony Towns,C,24,MIN,23,23,779,207,403,.514,82,196,.418,125,207,.604,.615,113,142,.796,63,206,269,101,24,29,72,80,609
Allonzo Trier,PG,24,NYK,12,1,157,28,55,.509,14,32,.438,14,23,.609,.636,26,33,.788,1,16,17,16,2,3,17,22,96
P.J. Tucker,PF,34,HOU,25,25,893,88,175,.503,50,114,.439,38,61,.623,.646,19,24,.792,38,142,180,35,34,12,28,85,245
Evan Turner,PG,31,ATL,15,0,208,23,59,.390,0,5,.000,23,54,.426,.390,12,14,.857,7,25,32,33,8,8,23,16,58
Myles Turner,C,23,IND,18,18,542,72,170,.424,24,73,.329,48,97,.495,.494,28,38,.737,27,72,99,21,11,40,30,46,196
Jonas Valančiūnas,C,27,MEM,23,23,565,131,234,.560,13,33,.394,118,201,.587,.588,38,50,.760,57,164,221,44,8,18,50,65,313
Denzel Valentine,SF,26,CHI,13,0,161,33,74,.446,19,46,.413,14,28,.500,.574,3,3,1.000,3,24,27,18,9,4,6,16,88
Fred VanVleet,PG,25,TOR,22,22,806,126,308,.409,58,147,.395,68,161,.422,.503,85,97,.876,4,79,83,155,44,3,52,51,395
Noah Vonleh,C,24,MIN,16,1,181,20,43,.465,1,10,.100,19,33,.576,.477,16,19,.842,18,36,54,16,4,3,13,20,57
Nikola Vučević,C,29,ORL,14,14,431,95,211,.450,16,50,.320,79,161,.491,.488,33,39,.846,41,121,162,49,9,15,20,27,239
Dean Wade,PF,23,CLE,3,0,18,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,0,0,2,2,0,1,0,0,3,3
Moritz Wagner,C,22,WAS,21,4,429,93,160,.581,22,56,.393,71,104,.683,.650,36,43,.837,34,93,127,28,15,13,43,81,244
Kemba Walker,PG,29,BOS,23,23,742,174,406,.429,87,214,.407,87,192,.453,.536,96,108,.889,21,76,97,122,22,13,49,39,531
Lonnie Walker,SG,21,SAS,17,0,152,31,67,.463,6,16,.375,25,51,.490,.507,7,15,.467,6,17,23,8,5,3,8,13,75
Tyrone Wallace,SG,25,ATL,14,0,160,14,44,.318,1,15,.067,13,29,.448,.330,11,17,.647,3,19,22,13,7,1,10,19,40
Taurean Waller-Prince,SF,25,BRK,24,24,735,113,284,.398,64,163,.393,49,121,.405,.511,24,33,.727,19,128,147,54,21,9,51,63,314
Derrick Walton,PG,24,LAC,11,0,98,7,13,.538,4,9,.444,3,4,.750,.692,6,7,.857,2,3,5,8,3,0,1,9,24
Brad Wanamaker,PG,30,BOS,24,0,430,57,121,.471,12,30,.400,45,91,.495,.521,48,55,.873,11,38,49,67,17,6,29,41,174
T.J. Warren,SF,26,IND,26,26,853,190,375,.507,33,84,.393,157,291,.540,.551,61,75,.813,18,71,89,27,29,7,37,74,474
PJ Washington,PF,21,CHO,28,28,823,127,264,.481,39,96,.406,88,168,.524,.555,50,71,.704,26,121,147,49,28,26,38,78,343
Tremont Waters,PG,22,BOS,1,0,20,2,7,.286,1,5,.200,1,2,.500,.357,2,2,1.000,0,2,2,3,1,2,2,2,7
Russell Westbrook,PG,31,HOU,23,23,794,193,454,.425,27,116,.233,166,338,.491,.455,104,137,.759,37,147,184,169,38,8,100,89,517
Coby White,SG,19,CHI,27,0,678,115,320,.359,52,156,.333,63,164,.384,.441,38,48,.792,8,90,98,67,20,1,40,37,320
Derrick White,SG,25,SAS,22,10,533,78,166,.470,20,51,.392,58,115,.504,.530,44,55,.800,11,41,52,63,10,15,26,53,220
Hassan Whiteside,C,30,POR,23,23,653,154,249,.618,1,1,1.000,153,248,.617,.620,63,82,.768,84,202,286,32,10,56,43,68,372
Andrew Wiggins,SF,24,MIN,21,21,735,197,427,.461,46,138,.333,151,289,.522,.515,85,114,.746,26,81,107,69,15,24,43,51,525
Grant Williams,PF,21,BOS,22,1,308,15,60,.250,1,26,.038,14,34,.412,.258,14,17,.824,15,34,49,18,8,12,17,44,45
Kenrich Williams,PF,25,NOP,24,14,606,45,115,.391,22,76,.289,23,39,.590,.487,9,22,.409,38,102,140,43,20,17,18,64,121
Lou Williams,SG,33,LAC,26,3,807,170,413,.412,45,129,.349,125,284,.440,.466,133,158,.842,12,72,84,162,14,4,80,41,518
Marvin Williams,PF,33,CHO,24,0,487,63,127,.496,30,75,.400,33,52,.635,.614,27,30,.900,9,57,66,23,16,10,16,40,183
Robert Williams,C,22,BOS,19,1,269,33,49,.673,0,0,0,33,49,.673,.673,8,14,.571,23,64,87,21,17,21,16,34,74
Nigel Williams-Goss,PG,25,UTA,7,0,22,0,5,.000,0,1,.000,0,4,.000,.000,2,2,1.000,1,1,2,2,0,1,1,1,2
D.J. Wilson,PF,23,MIL,13,0,159,28,55,.509,11,34,.324,17,21,.810,.609,1,1,1.000,5,25,30,11,0,1,7,14,68
Justise Winslow,SF,23,MIA,10,5,337,50,127,.394,6,26,.231,44,101,.436,.417,18,27,.667,16,55,71,43,6,4,23,36,124
Christian Wood,PF,24,DET,23,0,344,77,121,.636,15,31,.484,62,90,.689,.698,38,57,.667,28,79,107,12,7,19,22,22,207
Delon Wright,SG,27,DAL,22,2,466,62,129,.481,13,37,.351,49,92,.533,.531,28,34,.824,17,58,75,74,25,7,15,27,165
Thaddeus Young,PF,31,CHI,26,0,567,95,232,.409,28,84,.333,67,148,.453,.470,17,30,.567,40,74,114,45,26,7,41,43,235
Trae Young,PG,21,ATL,25,25,871,228,513,.444,83,223,.372,145,290,.500,.525,153,178,.860,13,91,104,215,30,2,121,38,692
Cody Zeller,C,27,CHO,25,17,584,113,209,.541,15,45,.333,98,164,.598,.577,42,61,.689,71,123,194,30,14,11,39,61,283
Ivica Zubac,C,22,LAC,27,25,451,85,144,.590,0,2,.000,85,142,.599,.590,53,65,.815,64,117,181,24,5,30,24,64,223
