Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gary Harris,SG,25,DEN,22,22,702,89,215,.414,33,92,.359,56,123,.455,.491,25,32,.781,11,56,67,44,26,7,21,47,236
Joe Harris,SF,28,BRK,23,23,728,126,261,.483,66,145,.455,60,116,.517,.609,22,27,.815,20,67,87,48,17,8,31,57,340
Tobias Harris,PF,27,PHI,25,25,856,189,390,.485,36,111,.324,153,279,.548,.531,67,84,.798,18,157,175,79,23,20,51,67,481
Shaquille Harrison,SF,26,CHI,15,4,133,18,45,.400,3,9,.333,15,36,.417,.433,11,18,.611,5,22,27,19,6,4,6,16,50
Josh Hart,SF,24,NOP,17,4,464,64,153,.418,37,106,.349,27,47,.574,.539,26,34,.765,18,87,105,25,17,6,21,46,191
Isaiah Hartenstein,C,21,HOU,8,0,96,11,15,.733,0,1,.000,11,14,.786,.733,9,11,.818,8,18,26,4,2,4,6,16,31
Udonis Haslem,PF,39,MIA,2,0,11,1,1,1.000,0,0,NA,1,1,1.000,1.000,3,4,.750,0,3,3,0,0,0,0,3,5
Jaxson Hayes,C,19,NOP,21,10,442,72,118,.610,0,3,.000,72,115,.626,.610,46,70,.657,43,54,97,14,17,23,18,67,190
Gordon Hayward,SF,29,BOS,9,9,276,68,120,.567,13,32,.406,55,88,.625,.621,16,19,.842,7,55,62,37,7,2,17,16,165
John Henson,PF,29,CLE,5,0,59,11,21,.524,0,5,.000,11,16,.688,.524,3,9,.333,6,8,14,5,4,6,5,5,25
Dewan Hernandez,C,23,TOR,3,0,9,1,5,.200,0,1,.000,1,4,.250,.200,2,2,1.000,2,5,7,0,1,0,1,5,4
Juan Hernangómez,PF,24,DEN,15,0,210,21,57,.368,12,37,.324,9,20,.450,.474,5,9,.556,8,28,36,11,1,3,9,14,59
Willy Hernangómez,C,25,CHO,8,0,60,9,22,.409,2,6,.333,7,16,.438,.455,4,8,.500,9,12,21,2,1,3,5,4,24
Tyler Herro,SG,20,MIA,23,3,660,117,267,.438,47,124,.379,70,143,.490,.526,39,47,.830,6,83,89,45,18,3,46,32,320
Mario Hezonja,PF,24,POR,22,4,384,35,97,.361,10,31,.323,25,66,.379,.412,22,27,.815,16,86,102,22,13,2,20,50,102
Buddy Hield,SG,27,SAC,23,23,788,179,423,.423,89,239,.372,90,184,.489,.528,46,54,.852,22,88,110,62,19,9,59,60,493
George Hill,PG,33,MIL,22,0,465,72,133,.541,33,64,.516,39,69,.565,.665,31,37,.838,22,42,64,69,17,2,18,37,208
Solomon Hill,SF,28,MEM,21,1,426,48,114,.421,24,62,.387,24,52,.462,.526,11,18,.611,11,57,68,40,23,2,19,34,131
Jaylen Hoard,SF,20,POR,5,0,18,3,6,.500,0,0,NA,3,6,.500,.500,1,2,.500,3,4,7,2,1,0,0,1,7
Aaron Holiday,PG,23,IND,22,9,462,73,187,.390,32,84,.381,41,103,.398,.476,13,14,.929,9,47,56,61,18,2,30,32,191
Jrue Holiday,SG,29,NOP,22,22,789,173,385,.449,37,114,.325,136,271,.502,.497,41,61,.672,28,82,110,146,43,15,71,56,424
Justin Holiday,SG,30,IND,24,2,602,63,153,.412,38,96,.396,25,57,.439,.536,19,23,.826,11,79,90,38,24,16,15,41,183
Rondae Hollis-Jefferson,SF,25,TOR,16,0,331,57,104,.548,1,5,.200,56,99,.566,.553,27,37,.730,39,47,86,23,12,6,20,28,142
Richaun Holmes,C,26,SAC,23,19,673,121,181,.669,0,0,NA,121,181,.669,.669,46,58,.793,66,132,198,24,24,32,21,93,288
Rodney Hood,SF,27,POR,21,21,619,87,172,.506,35,71,.493,52,101,.515,.608,21,27,.778,10,62,72,32,17,4,19,46,230
Al Horford,C,33,PHI,23,23,708,129,269,.480,34,93,.366,95,176,.540,.543,25,37,.676,40,117,157,89,26,23,28,54,317
Talen Horton-Tucker,SG,19,LAL,1,0,2,0,1,.000,0,1,.000,0,0,NA,.000,0,0,NA,0,0,0,1,0,0,0,0,0
Danuel House,SF,26,HOU,17,15,507,66,145,.455,43,101,.426,23,44,.523,.603,30,37,.811,18,53,71,24,19,11,16,39,205
Dwight Howard,C,34,LAL,24,0,480,66,89,.742,1,3,.333,65,86,.756,.747,35,67,.522,50,119,169,18,9,33,26,89,168
Kevin Huerter,SG,21,ATL,13,5,290,38,91,.418,23,59,.390,15,32,.469,.544,12,15,.800,7,33,40,43,9,6,17,24,111
De'Andre Hunter,SF,22,ATL,23,22,733,105,256,.410,42,115,.365,63,141,.447,.492,42,55,.764,11,82,93,44,14,6,39,60,294
Chandler Hutchison,SF,23,CHI,9,6,154,20,44,.455,5,12,.417,15,32,.469,.511,19,29,.655,1,32,33,8,5,2,12,12,64
Serge Ibaka,C,30,TOR,13,0,289,65,142,.458,12,32,.375,53,110,.482,.500,29,35,.829,23,68,91,15,6,11,29,35,171
Ersan İlyasova,PF,32,MIL,22,0,347,58,119,.487,17,54,.315,41,65,.631,.559,27,33,.818,29,75,104,13,10,7,6,38,160
Joe Ingles,SF,32,UTA,24,4,668,60,164,.366,35,108,.324,25,56,.446,.473,24,32,.750,5,92,97,97,24,2,41,55,179
Brandon Ingram,PF,22,NOP,20,20,674,179,362,.494,46,110,.418,133,252,.528,.558,94,112,.839,15,124,139,79,16,18,58,60,498
Kyrie Irving,PG,27,BRK,11,11,372,112,252,.444,31,91,.341,81,161,.503,.506,59,63,.937,10,49,59,79,12,6,26,32,314
Jonathan Isaac,SF,22,ORL,21,21,647,101,225,.449,24,74,.324,77,151,.510,.502,33,42,.786,38,115,153,30,27,60,34,49,259
Wesley Iwundu,SF,25,ORL,11,3,161,10,35,.286,1,9,.111,9,26,.346,.300,15,18,.833,4,19,23,9,5,3,4,9,36
Frank Jackson,PG,21,NOP,21,1,320,52,140,.371,20,65,.308,32,75,.427,.443,26,32,.813,5,25,30,22,9,1,21,32,150
Jaren Jackson,C,20,MEM,22,22,596,129,286,.451,46,124,.371,83,162,.512,.531,52,65,.800,27,78,105,31,12,27,42,91,356
Justin Jackson,PF,24,DAL,22,0,310,54,116,.466,23,58,.397,31,58,.534,.565,10,13,.769,9,46,55,9,5,2,4,23,141
Reggie Jackson,PG,29,DET,2,2,36,4,11,.364,1,5,.200,3,6,.500,.409,1,1,1.000,1,4,5,8,0,0,1,2,10
Justin James,SG,23,SAC,11,0,140,18,44,.409,3,14,.214,15,30,.500,.443,1,6,.167,2,18,20,9,4,6,5,11,40
LeBron James,PG,35,LAL,24,24,825,239,477,.501,52,143,.364,187,334,.560,.556,91,129,.705,23,141,164,259,31,13,89,42,621
Amile Jefferson,PF,26,ORL,5,0,13,3,3,1.000,0,0,NA,3,3,1.000,1.000,0,0,NA,2,2,4,2,0,0,1,2,6
DaQuan Jeffries,SG,22,SAC,2,0,11,1,1,1.000,0,0,NA,1,1,1.000,1.000,0,0,NA,1,0,1,1,0,0,0,1,2
Ty Jerome,PG,22,PHO,5,0,67,6,18,.333,3,7,.429,3,11,.273,.417,2,2,1.000,0,8,8,12,8,0,6,9,17
Alize Johnson,SF,23,IND,8,0,37,5,11,.455,0,0,NA,5,11,.455,.455,3,4,.750,6,6,12,2,0,0,1,4,13
B.J. Johnson,SF,24,ORL,1,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0
Cameron Johnson,PF,23,PHO,21,0,421,67,153,.438,42,103,.408,25,50,.500,.575,16,17,.941,21,43,64,18,12,7,14,37,192
James Johnson,PF,32,MIA,6,0,68,8,18,.444,2,9,.222,6,9,.667,.500,2,4,.500,2,9,11,4,3,2,4,5,20
Keldon Johnson,SF,20,SAS,1,0,2,0,1,.000,0,0,NA,0,1,.000,.000,0,0,NA,0,0,0,0,0,0,0,0,0
Stanley Johnson,PF,23,TOR,5,0,19,3,9,.333,1,4,.250,2,5,.400,.389,0,0,NA,2,5,7,0,1,0,4,6,7
Tyler Johnson,SG,27,PHO,19,3,364,44,111,.396,18,55,.327,26,56,.464,.477,18,24,.750,5,30,35,41,6,6,19,28,124
Nikola Jokić,C,24,DEN,22,22,683,145,310,.468,20,87,.230,125,223,.561,.500,43,54,.796,45,174,219,139,23,13,56,70,353
Damian Jones,C,24,ATL,23,15,432,69,99,.697,2,5,.400,67,94,.713,.707,30,45,.667,37,56,93,17,11,21,15,82,170
Derrick Jones,SF,22,MIA,10,0,167,20,43,.465,2,12,.167,18,31,.581,.488,8,13,.615,6,21,27,9,8,3,6,22,50
Tyus Jones,PG,23,MEM,23,5,469,57,149,.383,8,37,.216,49,112,.438,.409,18,25,.720,0,35,35,112,20,3,30,21,140
DeAndre Jordan,C,31,BRK,20,3,429,67,95,.705,0,0,NA,67,95,.705,.705,29,43,.674,45,139,184,41,8,21,21,42,163
Cory Joseph,PG,28,SAC,23,14,606,54,148,.365,12,44,.273,42,104,.404,.405,16,16,1.000,12,47,59,91,20,12,30,48,136
Mfiondu Kabengele,C,22,LAC,8,0,35,7,18,.389,4,10,.400,3,8,.375,.500,3,3,1.000,1,5,6,1,1,1,1,3,21
Frank Kaminsky,C,26,PHO,23,10,541,85,199,.427,26,82,.317,59,117,.504,.492,45,67,.672,24,97,121,50,9,9,24,52,241
Enes Kanter,C,27,BOS,15,3,239,43,73,.589,0,1,.000,43,72,.597,.589,24,37,.649,37,50,87,17,9,6,12,19,110
Luke Kennard,SG,23,DET,23,20,754,128,286,.448,59,148,.399,69,138,.500,.551,60,67,.896,6,73,79,96,11,5,33,54,375
Stanton Kidd,SF,27,UTA,4,0,15,0,3,.000,0,1,.000,0,2,.000,.000,0,0,NA,0,3,3,1,0,0,2,3,0
Michael Kidd-Gilchrist,PF,26,CHO,4,0,56,7,23,.304,2,8,.250,5,15,.333,.348,2,3,.667,4,8,12,3,0,1,3,8,18
Maxi Kleber,C,28,DAL,22,5,534,59,140,.421,31,84,.369,28,56,.500,.532,28,31,.903,37,89,126,22,5,14,15,40,177
Brandon Knight,PG,28,CLE,8,0,95,14,40,.350,10,31,.323,4,9,.444,.475,2,6,.333,1,7,8,15,4,0,6,9,40
Kevin Knox,SF,20,NYK,23,3,458,57,156,.365,30,86,.349,27,70,.386,.462,31,47,.660,10,56,66,29,11,8,16,37,175
John Konchar,SG,23,MEM,1,0,7,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0
Furkan Korkmaz,SG,22,PHI,24,11,540,73,172,.424,40,109,.367,33,63,.524,.541,17,21,.810,4,52,56,23,8,5,18,37,203
Luke Kornet,C,24,CHI,13,0,135,15,46,.326,5,26,.192,10,20,.500,.380,5,5,1.000,5,15,20,6,2,10,3,12,40
Kyle Korver,SF,38,MIL,20,0,308,34,94,.362,29,79,.367,5,15,.333,.516,9,11,.818,6,26,32,15,8,4,17,20,106
Rodions Kurucs,PF,21,BRK,10,0,99,9,23,.391,3,7,.429,6,16,.375,.457,2,6,.333,5,17,22,1,5,0,12,16,23
Kyle Kuzma,PF,24,LAL,20,1,461,81,187,.433,32,89,.360,49,98,.500,.519,27,39,.692,8,60,68,17,6,8,35,34,221
Skal Labissière,C,23,POR,25,0,419,62,111,.559,2,9,.222,60,102,.588,.568,15,22,.682,49,78,127,27,6,24,24,65,141
Jeremy Lamb,SG,27,IND,15,15,485,91,193,.472,19,62,.306,72,131,.550,.521,35,44,.795,10,69,79,39,17,8,21,33,236
Romeo Langford,SG,20,BOS,1,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0
Zach LaVine,SG,24,CHI,25,25,819,189,445,.425,74,187,.396,115,258,.446,.508,104,130,.800,17,95,112,100,31,12,85,62,556
Jake Layman,PF,25,MIN,14,2,369,61,132,.462,19,54,.352,42,78,.538,.534,6,10,.600,12,29,41,11,12,10,18,31,147
T.J. Leaf,PF,22,IND,15,1,158,26,58,.448,5,11,.455,21,47,.447,.491,5,8,.625,20,37,57,6,7,3,6,14,62
Courtney Lee,SG,34,DAL,7,3,62,13,22,.591,7,12,.583,6,10,.600,.750,0,0,NA,0,3,3,3,0,2,1,5,33
Damion Lee,SG,27,GSW,11,0,241,35,91,.385,12,35,.343,23,56,.411,.451,28,33,.848,9,34,43,20,8,0,13,18,110
Alex Len,C,26,ATL,23,9,393,70,135,.519,6,29,.207,64,106,.604,.541,30,43,.698,32,74,106,21,13,19,21,49,176
Kawhi Leonard,SF,28,LAC,18,18,560,161,360,.447,30,91,.330,131,269,.487,.489,99,116,.853,19,123,142,94,34,14,61,36,451
Meyers Leonard,PF,27,MIA,24,24,436,55,95,.579,21,42,.500,34,53,.642,.689,5,9,.556,8,94,102,23,7,11,18,49,136
Caris LeVert,SG,25,BRK,9,9,284,59,140,.421,13,36,.361,46,104,.442,.468,20,31,.645,10,35,45,36,6,1,31,20,151
Damian Lillard,PG,29,POR,23,23,841,191,426,.448,77,209,.368,114,217,.525,.539,159,174,.914,11,93,104,169,23,10,66,47,618
Nassir Little,PF,19,POR,18,3,270,31,76,.408,5,30,.167,26,46,.565,.441,15,22,.682,20,42,62,12,8,7,9,35,82
Kevon Looney,C,23,GSW,5,2,56,6,18,.333,1,1,1.000,5,17,.294,.361,2,4,.500,9,9,18,2,1,2,4,9,15
Brook Lopez,C,31,MIL,22,22,580,75,190,.395,32,109,.294,43,81,.531,.479,41,44,.932,12,94,106,30,16,52,22,47,223
Robin Lopez,C,31,MIL,24,2,346,48,102,.471,13,42,.310,35,60,.583,.534,10,17,.588,26,40,66,17,4,16,29,42,119
Kevin Love,PF,31,CLE,19,19,574,91,212,.429,40,112,.357,51,100,.510,.524,75,85,.882,18,181,199,50,12,7,52,26,297
Kyle Lowry,PG,33,TOR,12,12,448,71,168,.423,37,100,.370,34,68,.500,.533,63,70,.900,7,51,58,83,13,5,38,35,242
Timothé Luwawu-Cabarrot,SG,24,BRK,2,0,6,0,2,.000,0,1,.000,0,1,.000,.000,1,2,.500,0,0,0,0,0,0,0,0,1
Trey Lyles,PF,24,SAS,23,14,397,38,88,.432,18,48,.375,20,40,.500,.534,5,9,.556,32,108,140,29,7,7,18,27,99
Daryl Macon,SG,24,MIA,4,0,14,1,3,.333,1,2,.500,0,1,.000,.500,0,0,NA,0,0,0,1,0,0,2,1,3
Josh Magette,PG,30,ORL,3,0,10,2,6,.333,0,0,NA,2,6,.333,.333,1,2,.500,1,2,3,2,2,0,3,0,5
Ian Mahinmi,C,33,WAS,3,0,51,9,14,.643,0,1,.000,9,13,.692,.643,7,10,.700,6,8,14,2,1,5,4,8,25
Thon Maker,C,22,DET,22,0,230,23,43,.535,7,14,.500,16,29,.552,.616,16,31,.516,10,27,37,9,6,14,11,31,69
Terance Mann,SG,23,LAC,19,3,166,19,39,.487,2,9,.222,17,30,.567,.513,7,8,.875,3,19,22,22,6,2,12,21,47
Boban Marjanović,C,31,DAL,10,1,131,31,56,.554,0,1,.000,31,55,.564,.554,13,16,.813,15,40,55,7,2,3,9,18,75
Lauri Markkanen,PF,22,CHI,25,25,754,112,296,.378,49,153,.320,63,143,.441,.461,82,101,.812,25,145,170,41,22,12,48,48,355
Caleb Martin,SF,24,CHO,4,0,28,3,10,.300,0,3,.000,3,7,.429,.300,1,3,.333,1,4,5,3,1,2,3,3,7
Cody Martin,SF,24,CHO,17,0,192,16,43,.372,1,18,.056,15,25,.600,.384,15,22,.682,8,28,36,18,13,1,7,19,48
Kelan Martin,SF,24,MIN,9,0,123,15,44,.341,5,24,.208,10,20,.500,.398,0,0,NA,2,24,26,3,1,1,4,20,35
Frank Mason,PG,25,MIL,2,0,10,1,4,.250,1,2,.500,0,2,.000,.375,1,2,.500,0,0,0,2,0,0,0,1,4
Garrison Mathews,SG,23,WAS,2,0,14,0,2,.000,0,2,.000,0,0,NA,.000,0,0,NA,0,1,1,2,0,0,1,3,0
Wesley Matthews,SG,33,MIL,24,24,578,67,152,.441,40,104,.385,27,48,.563,.572,23,27,.852,4,51,55,36,13,2,19,29,197
Patrick McCaw,SF,24,TOR,2,0,40,3,5,.600,1,3,.333,2,2,1.000,.700,1,2,.500,2,4,6,3,3,0,3,3,8
CJ McCollum,SG,28,POR,25,25,905,217,488,.445,64,171,.374,153,317,.483,.510,43,53,.811,20,91,111,93,19,22,48,71,541
T.J. McConnell,PG,27,IND,22,0,383,65,135,.481,1,4,.250,64,131,.489,.485,10,11,.909,10,49,59,106,11,4,32,27,141
Jalen McDaniels,PF,22,CHO,1,0,3,1,2,.500,0,0,NA,1,2,.500,.500,0,0,NA,1,0,1,0,0,0,0,0,2
Doug McDermott,PF,28,IND,24,0,498,85,183,.464,44,94,.468,41,89,.461,.585,13,15,.867,10,56,66,28,3,3,20,47,227
JaVale McGee,C,32,LAL,24,24,396,78,126,.619,0,0,NA,78,126,.619,.619,17,26,.654,46,101,147,15,14,28,18,54,173
Rodney McGruder,SG,28,LAC,15,2,260,23,60,.383,11,35,.314,12,25,.480,.475,3,8,.375,11,25,36,12,4,3,7,26,60
Alfonzo McKinnie,SF,27,CLE,17,0,175,17,50,.340,8,25,.320,9,25,.360,.420,7,11,.636,10,26,36,3,6,3,8,20,49
Jordan McLaughlin,PG,23,MIN,4,0,57,4,15,.267,1,8,.125,3,7,.429,.300,2,2,1.000,1,6,7,8,1,0,4,4,11
Ben McLemore,SG,26,HOU,23,7,516,76,189,.402,56,161,.348,20,28,.714,.550,25,29,.862,9,47,56,24,15,6,19,47,233
Jordan McRae,SG,28,WAS,13,0,235,43,91,.473,13,33,.394,30,58,.517,.544,17,19,.895,3,28,31,36,8,4,14,26,116
Nicolò Melli,C,29,NOP,22,3,341,41,99,.414,22,67,.328,19,32,.594,.525,19,24,.792,14,45,59,24,14,4,17,42,123
De'Anthony Melton,PG,21,MEM,12,0,171,24,59,.407,5,17,.294,19,42,.452,.449,14,16,.875,8,28,36,34,15,2,17,16,67
Chimezie Metu,PF,22,SAS,6,0,21,7,12,.583,0,0,NA,7,12,.583,.583,2,4,.500,7,4,11,2,0,2,0,0,16
Khris Middleton,SF,28,MIL,17,14,464,110,225,.489,36,90,.400,74,135,.548,.569,42,47,.894,13,85,98,57,14,2,30,42,298
C.J. Miles,SG,32,WAS,10,0,161,19,59,.322,11,35,.314,8,24,.333,.415,15,20,.750,4,8,12,12,10,4,4,14,64
Malcolm Miller,SF,26,TOR,9,1,54,6,12,.500,5,10,.500,1,2,.500,.708,1,6,.167,0,7,7,4,0,2,2,6,18
Patty Mills,PG,31,SAS,23,1,538,90,196,.459,47,113,.416,43,83,.518,.579,29,37,.784,4,28,32,53,21,4,24,35,256
Paul Millsap,PF,34,DEN,22,22,566,97,203,.478,25,54,.463,72,149,.483,.539,65,74,.878,43,86,129,28,20,18,27,59,284
Shake Milton,SG,23,PHI,9,0,82,12,35,.343,4,19,.211,8,16,.500,.400,7,9,.778,1,7,8,7,1,0,12,13,35
Donovan Mitchell,SG,23,UTA,24,24,830,217,496,.438,54,149,.362,163,347,.470,.492,104,124,.839,21,93,114,86,30,6,57,53,592
Naz Mitrou-Long,SG,26,IND,3,0,43,6,16,.375,2,11,.182,4,5,.800,.438,0,0,NA,0,6,6,7,1,1,2,1,14
Malik Monk,SG,21,CHO,26,0,531,91,208,.438,27,99,.273,64,109,.587,.502,30,36,.833,7,61,68,56,10,6,37,42,239
E'Twaun Moore,SG,30,NOP,16,3,326,59,140,.421,21,55,.382,38,85,.447,.496,14,22,.636,13,38,51,23,8,1,11,27,153
Ja Morant,PG,20,MEM,18,18,518,126,272,.463,19,44,.432,107,228,.469,.498,72,93,.774,16,40,56,116,24,5,60,30,343
Juwan Morgan,PF,22,UTA,3,0,9,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,2,2,0,0,0,1,1,0
Marcus Morris,SF,30,NYK,22,22,712,131,310,.423,61,126,.484,70,184,.380,.521,77,91,.846,24,101,125,27,19,13,40,68,400
Markieff Morris,PF,30,DET,23,12,507,86,186,.462,35,88,.398,51,98,.520,.556,26,34,.765,12,77,89,35,15,4,38,54,233
Monte Morris,PG,24,DEN,22,0,392,62,146,.425,12,30,.400,50,116,.431,.466,22,30,.733,4,34,38,73,11,7,16,20,158
Johnathan Motley,PF,24,LAC,2,0,4,1,3,.333,1,1,1.000,0,2,.000,.500,0,0,NA,1,1,2,2,0,0,2,1,3
Emmanuel Mudiay,PG,23,UTA,21,0,330,59,127,.465,9,31,.290,50,96,.521,.500,22,27,.815,6,46,52,50,6,4,37,35,149
Dejounte Murray,PG,23,SAS,20,13,452,76,168,.452,5,26,.192,71,142,.500,.467,37,47,.787,25,96,121,81,32,5,45,46,194
Jamal Murray,PG,22,DEN,22,22,694,145,333,.435,36,107,.336,109,226,.482,.489,56,62,.903,17,75,92,100,32,8,48,38,382
Džanan Musa,SF,20,BRK,18,0,278,29,90,.322,8,44,.182,21,46,.457,.367,22,29,.759,8,39,47,24,8,1,22,16,88
Mike Muscala,C,28,OKC,15,0,166,18,58,.310,12,44,.273,6,14,.429,.414,7,8,.875,6,29,35,14,4,3,6,20,55
Sviatoslav Mykhailiuk,SF,22,DET,19,1,324,37,86,.430,29,63,.460,8,23,.348,.599,5,6,.833,4,19,23,25,8,1,17,22,108
Abdel Nader,SF,26,OKC,16,3,263,38,79,.481,16,39,.410,22,40,.550,.582,20,24,.833,5,25,30,9,5,6,16,24,112
Larry Nance,C,27,CLE,21,4,545,79,157,.503,25,67,.373,54,90,.600,.583,25,35,.714,41,113,154,31,19,10,22,35,208
Shabazz Napier,PG,28,MIN,11,0,198,27,70,.386,11,44,.250,16,26,.615,.464,21,24,.875,1,22,23,36,12,3,20,11,86
Raul Neto,PG,27,PHI,22,2,268,39,77,.506,14,28,.500,25,49,.510,.597,3,4,.750,3,21,24,36,9,2,20,13,95
Georges Niang,PF,26,UTA,18,0,207,28,61,.459,14,37,.378,14,24,.583,.574,7,10,.700,2,29,31,9,1,2,10,27,77
Nerlens Noel,C,25,OKC,22,3,408,66,102,.647,0,0,NA,66,102,.647,.647,34,43,.791,31,80,111,34,21,35,23,61,166
Zach Norvell,SG,22,LAL,2,0,5,0,1,.000,0,0,NA,0,1,.000,.000,0,0,NA,0,1,1,0,0,0,0,0,0
Jaylen Nowell,SG,20,MIN,2,0,15,1,4,.250,0,3,.000,1,1,1.000,.250,1,1,1.000,0,1,1,3,0,0,1,1,3
Frank Ntilikina,PG,21,NYK,22,18,556,52,138,.377,19,56,.339,33,82,.402,.446,13,17,.765,8,37,45,72,28,10,25,56,136
Kendrick Nunn,SG,24,MIA,24,24,731,154,341,.452,50,145,.345,104,196,.531,.525,31,38,.816,7,57,64,82,25,7,50,61,389
David Nwaba,SF,27,BRK,15,0,184,24,43,.558,7,16,.438,17,27,.630,.640,9,16,.563,7,24,31,5,5,9,6,23,64
Royce O'Neale,PF,26,UTA,24,22,680,49,105,.467,29,65,.446,20,40,.500,.605,12,14,.857,3,108,111,62,19,6,21,72,139
Kyle O'Quinn,C,29,PHI,14,0,147,23,43,.535,5,13,.385,18,30,.600,.593,2,6,.333,16,38,54,20,2,11,15,22,53
Semi Ojeleye,PF,25,BOS,22,1,325,22,52,.423,12,32,.375,10,20,.500,.538,7,10,.700,7,35,42,8,10,1,5,27,63
Jahlil Okafor,C,24,NOP,15,7,274,55,87,.632,1,2,.500,54,85,.635,.638,27,39,.692,25,45,70,21,5,15,25,45,138
Elie Okobo,PG,22,PHO,16,0,152,21,52,.404,10,25,.400,11,27,.407,.500,11,21,.524,2,13,15,38,4,0,4,8,63
Josh Okogie,SG,21,MIN,21,6,523,59,134,.440,16,51,.314,43,83,.518,.500,55,70,.786,31,75,106,34,22,7,31,48,189
KZ Okpala,SF,20,MIA,3,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,0,0,1,0,0
Kelly Olynyk,C,28,MIA,24,0,555,70,156,.449,38,92,.413,32,64,.500,.571,31,35,.886,23,94,117,32,22,9,33,65,209
Miye Oni,SG,22,UTA,3,0,8,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,0,0,1,0,0
Cedi Osman,SF,24,CLE,23,23,672,79,187,.422,36,99,.364,43,88,.489,.519,21,32,.656,9,69,78,47,25,6,29,52,215
Kelly Oubre,SF,24,PHO,23,23,740,141,316,.446,35,107,.327,106,209,.507,.502,86,110,.782,32,105,137,34,31,17,37,76,403
Jabari Parker,PF,24,ATL,24,19,674,159,317,.502,25,91,.275,134,226,.593,.541,45,63,.714,42,111,153,45,35,13,45,74,388
Chandler Parsons,SF,31,ATL,3,0,35,4,12,.333,3,10,.300,1,2,.500,.458,0,0,NA,1,3,4,2,4,0,1,3,11
Eric Paschall,PF,23,GSW,24,18,755,147,296,.497,17,58,.293,130,238,.546,.525,87,107,.813,35,90,125,41,9,9,40,47,398
Patrick Patterson,PF,30,LAC,22,12,307,36,93,.387,30,73,.411,6,20,.300,.548,8,12,.667,14,46,60,17,4,2,7,19,110
Justin Patton,C,22,OKC,2,0,9,1,3,.333,0,1,.000,1,2,.500,.333,0,0,NA,0,2,2,0,0,0,1,4,2
Chris Paul,PG,34,OKC,23,23,712,121,267,.453,35,98,.357,86,169,.509,.519,91,102,.892,6,89,95,135,38,2,39,55,368
Elfrid Payton,PG,25,NYK,7,3,143,17,45,.378,6,12,.500,11,33,.333,.444,7,8,.875,5,14,19,28,14,1,12,12,47
Norvel Pelle,SF,26,PHI,2,0,25,2,3,.667,0,0,NA,2,3,.667,.667,4,6,.667,2,8,10,2,0,4,2,4,8
Theo Pinson,SG,24,BRK,14,0,209,24,89,.270,8,42,.190,16,47,.340,.315,11,12,.917,7,24,31,32,8,0,20,21,67
Mason Plumlee,C,29,DEN,22,0,365,60,103,.583,0,4,.000,60,99,.606,.583,27,51,.529,37,88,125,49,17,17,36,55,147
Vincent Poirier,C,26,BOS,9,0,44,7,14,.500,0,0,NA,7,14,.500,.500,1,2,.500,8,7,15,3,2,2,3,10,15
Jakob Pöltl,C,24,SAS,23,7,435,60,101,.594,0,0,NA,60,101,.594,.594,19,34,.559,53,86,139,35,14,31,21,42,139
Shamorie Ponds,PG,21,TOR,2,0,8,2,4,.500,0,1,.000,2,3,.667,.500,0,0,NA,0,1,1,2,0,1,0,2,4
Jordan Poole,SG,20,GSW,24,9,576,59,229,.258,29,118,.246,30,111,.270,.321,42,49,.857,4,50,54,49,15,6,29,44,189
Kevin Porter,SF,19,CLE,22,1,460,59,143,.413,13,50,.260,46,93,.495,.458,22,30,.733,8,63,71,42,19,5,35,54,153
Michael Porter,PF,21,DEN,13,0,117,23,52,.442,5,15,.333,18,37,.486,.490,7,10,.700,12,23,35,5,0,3,8,16,58
Otto Porter,SF,26,CHI,9,9,226,35,84,.417,16,40,.400,19,44,.432,.512,15,20,.750,8,23,31,14,9,3,7,20,101
Bobby Portis,C,24,NYK,24,2,522,83,207,.401,23,68,.338,60,139,.432,.457,21,29,.724,38,104,142,25,16,9,22,42,210
Kristaps Porziņģis,PF,24,DAL,22,22,665,129,324,.398,44,130,.338,85,194,.438,.466,59,84,.702,37,154,191,30,12,44,35,64,361
Dwight Powell,C,28,DAL,20,17,506,67,98,.684,6,13,.462,61,85,.718,.714,23,41,.561,31,62,93,25,16,8,19,51,163
Norman Powell,SG,26,TOR,23,12,644,110,236,.466,39,109,.358,71,127,.559,.549,47,58,.810,12,77,89,36,24,8,35,41,306
Julius Randle,PF,25,NYK,24,24,763,146,332,.440,20,84,.238,126,248,.508,.470,88,133,.662,57,148,205,82,18,3,76,67,400
Cam Reddish,SF,20,ATL,21,17,519,62,189,.328,21,80,.263,41,109,.376,.384,28,37,.757,15,65,80,33,19,7,37,37,173
