Player,Control,Defense,Impact,Offense,Scoring
Joe Harris,1.5483870967741935,112.08993752350028,0.0583154633995478,117.90136558759791,0.4802000185433663
Tobias Harris,1.5,108.68929793640939,0.08709732484486711,107.63671867642917,0.49347803948696645
Shaquille Harrison,3.1666666666666665,105.31824490784211,0.010583777650281992,104.8190219045095,0.49428088424593264
Josh Hart,1.1904761904761905,105.74432159268389,0.03803941726381149,110.74243034055041,0.45313103505605645
Isaiah Hartenstein,0.6666666666666666,106.29727040572729,0.007266469519788578,132.74520324370965,0.6305362942325168
Udonis Haslem,0.0,111.71545700275237,0.0008923025280897243,190.51099920915235,0.9525549960457615
Jaxson Hayes,0.7777777777777778,104.93744586407641,0.03464304072239975,126.20348616275868,0.6252542613995955
Gordon Hayward,2.176470588235294,114.4848115110263,0.04116273913908121,121.28608407319821,0.5496904391002613
John Henson,1.0,103.04511452784938,0.005335092720918827,96.92894873799044,0.4882394259549151
Dewan Hernandez,0.0,90.77622625036658,0.0002202195491661235,80.18090520074098,0.3562139046886522
Juan Hernangómez,1.2222222222222223,120.19347228819915,0.009866978600084455,94.75163107612262,0.39338400978285165
Willy Hernangómez,0.4,106.89455107936084,0.004322908800767391,95.3052281003393,0.4456798654218005
Tyler Herro,1.0,113.12259828369528,0.05364968950139465,101.93179946352811,0.43327639367944426
Mario Hezonja,1.105263157894737,106.14846225323497,0.01934451279579034,94.11417835078399,0.41479957423127234
Buddy Hield,1.0508474576271187,115.63692680058168,0.07253224421338857,103.55626774123414,0.42516373191722323
